contact,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contacts,financial,campaigns,demographic
1.0,105.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,0.0,0.0,29.0
0.0,176.0,-2.9,92.201,-31.4,0.869,5076.2,1001.0,1.0,0.0,69.0
1.0,593.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,1.0,0.0,38.0
0.0,97.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,1.0,0.0,46.0
1.0,142.0,-1.8,92.893,-46.2,1.334,5099.1,1001.0,1.0,0.0,57.0
0.0,140.0,1.4,94.465,-41.8,4.865,5228.1,1002.0,1.0,0.0,55.0
1.0,209.0,-3.4,92.649,-30.1,0.715,5017.5,1002.0,1.0,3.0,47.0
1.0,194.0,-2.9,92.469,-33.6,1.029,5076.2,997.0,0.0,3.0,53.0
1.0,198.0,-1.7,94.215,-40.3,0.846,4991.6,1001.0,1.0,0.0,43.0
1.0,108.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,2.0,0.0,45.0
0.0,504.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,2.0,0.0,52.0
0.0,644.5,-1.8,93.369,-34.8,0.652,5008.7,1000.0,1.0,0.0,83.0
0.0,644.5,1.4,94.465,-41.8,4.962,5228.1,1000.0,1.0,0.0,48.0
1.0,644.5,-1.8,92.893,-46.2,1.313,5099.1,1001.0,0.0,2.0,45.0
1.0,43.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,1.0,0.0,41.0
1.0,92.0,1.4,93.918,-42.7,4.961,5228.1,1002.0,1.0,0.0,65.0
1.0,146.0,-1.8,92.893,-46.2,1.25,5099.1,1000.0,1.0,0.0,50.0
1.0,644.5,1.4,93.918,-42.7,4.962,5228.1,1001.0,0.0,0.0,34.0
0.0,644.5,1.1,93.994,-36.4,4.856,5191.0,1000.0,1.0,0.0,45.0
1.0,549.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,0.0,0.0,35.0
0.0,60.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1.0,0.0,58.0
1.0,644.5,1.4,93.444,-36.1,4.968,5228.1,1001.0,2.0,0.0,40.0
0.0,65.0,-1.8,92.893,-46.2,1.25,5099.1,1004.0,1.0,0.0,44.0
1.0,87.0,-1.8,92.893,-46.2,1.327,5099.1,997.0,1.0,3.0,39.0
1.0,133.0,-2.9,92.963,-40.8,1.268,5076.2,1000.0,1.0,0.0,52.0
1.0,78.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,1.0,0.0,62.0
1.0,644.5,-1.8,92.893,-46.2,1.327,5099.1,1000.0,1.0,0.0,38.0
1.0,644.5,-1.8,92.893,-46.2,1.25,5099.1,1002.0,1.0,2.0,51.0
1.0,206.0,1.4,93.918,-42.7,4.961,5228.1,1001.0,0.0,0.0,34.0
0.0,66.0,1.1,93.994,-36.4,4.86,5191.0,1005.0,1.0,0.0,45.0
0.0,122.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,1.0,0.0,64.0
1.0,33.0,-1.8,92.893,-46.2,1.266,5099.1,1002.0,2.0,0.0,51.0
1.0,79.0,1.4,93.444,-36.1,4.97,5228.1,1000.0,0.0,0.0,67.0
1.0,152.0,-1.8,92.843,-50.0,1.556,5099.1,1005.0,1.0,0.0,36.0
0.0,189.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,1.0,0.0,38.0
1.0,203.0,-1.7,94.027,-38.3,0.904,4991.6,997.0,1.0,5.0,40.0
1.0,209.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,0.0,0.0,58.0
1.0,175.0,-1.8,93.749,-34.6,0.642,5008.7,997.0,1.0,3.0,85.0
0.0,29.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,0.0,0.0,43.0
0.0,129.0,1.1,93.994,-36.4,4.864,5191.0,1002.0,0.0,0.0,51.0
1.0,254.0,-1.8,93.369,-34.8,0.639,5008.7,1001.0,1.0,0.0,69.0
1.0,324.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,0.0,0.0,56.0
1.0,644.5,1.4,93.918,-42.7,4.961,5228.1,1000.0,2.0,0.0,52.0
1.0,157.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,1.0,0.0,54.0
1.0,83.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,3.0,0.0,64.0
1.0,599.0,-1.8,93.075,-47.1,1.466,5099.1,1000.0,1.0,0.0,38.0
1.0,39.0,-1.8,92.893,-46.2,1.344,5099.1,1000.0,1.0,0.0,41.0
1.0,17.0,-0.1,93.2,-42.0,4.12,5195.8,1005.0,1.0,2.0,38.0
1.0,387.0,-1.1,94.199,-37.5,0.882,4963.6,997.0,1.0,5.0,37.0
1.0,551.0,-2.9,92.201,-31.4,0.861,5076.2,1001.0,1.0,0.0,43.0
1.0,173.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,1.0,0.0,34.0
1.0,183.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,1.0,0.0,42.0
1.0,144.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2.0,0.0,31.0
1.0,452.0,-1.7,94.215,-40.3,0.827,4991.6,997.0,0.0,3.0,28.0
1.0,411.0,-1.7,94.027,-38.3,0.899,4991.6,1000.0,0.0,0.0,79.0
0.0,67.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,1.0,0.0,43.0
1.0,516.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,1.0,0.0,37.0
0.0,18.0,1.4,94.465,-41.8,4.962,5228.1,1005.0,2.0,0.0,58.0
1.0,124.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,1.0,0.0,35.0
0.0,159.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,1.0,0.0,39.0
1.0,210.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,1.0,0.0,36.0
1.0,63.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2.0,0.0,54.0
0.0,367.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,2.0,0.0,63.0
1.0,72.0,-2.9,92.469,-33.6,0.908,5076.2,1002.0,1.0,2.0,62.0
1.0,187.0,1.4,93.918,-42.7,4.96,5228.1,1002.0,0.0,0.0,44.0
1.0,150.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,1.0,0.0,48.0
1.0,259.0,-1.8,93.075,-47.1,1.365,5099.1,1000.0,2.0,0.0,72.0
1.0,85.0,-1.8,92.893,-46.2,1.313,5099.1,1002.0,2.0,3.0,41.0
1.0,136.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,1.0,0.0,40.0
0.0,143.0,1.4,94.465,-41.8,4.967,5228.1,1001.0,1.0,0.0,52.0
1.0,224.0,-2.9,92.201,-31.4,0.869,5076.2,1002.0,0.0,0.0,45.0
1.0,248.0,-1.8,93.876,-40.0,0.682,5008.7,997.0,1.0,6.0,48.0
1.0,500.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,1.0,0.0,43.0
1.0,620.0,-1.8,93.075,-47.1,1.365,5099.1,1000.0,1.0,0.0,46.0
0.0,224.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,1.0,0.0,64.0
1.0,418.0,1.4,93.444,-36.1,4.965,5228.1,1003.0,3.0,0.0,54.0
1.0,82.0,1.4,93.444,-36.1,4.962,5228.1,1001.0,0.0,0.0,48.0
1.0,410.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0.0,0.0,39.0
0.0,33.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,2.0,0.0,50.0
0.0,19.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0.0,0.0,59.0
1.0,333.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,1.0,0.0,42.0
1.0,134.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,0.0,0.0,52.0
1.0,234.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,4.0,0.0,43.0
1.0,93.0,1.4,93.918,-42.7,4.957,5228.1,1002.0,0.0,0.0,49.0
1.0,295.0,1.4,93.918,-42.7,4.962,5228.1,1002.0,1.0,0.0,37.0
0.0,62.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,2.0,0.0,64.0
0.0,88.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,1.0,0.0,49.0
1.0,149.0,1.4,93.918,-42.7,4.962,5228.1,1005.0,1.0,0.0,49.0
1.0,367.0,-2.9,92.469,-33.6,1.072,5076.2,1000.0,0.0,0.0,64.0
1.0,89.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,1.0,0.0,55.0
1.0,239.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,1.0,0.0,44.0
1.0,200.0,-1.8,92.893,-46.2,1.25,5099.1,1004.0,0.0,0.0,41.0
1.0,92.0,1.4,93.918,-42.7,4.963,5228.1,1002.0,2.0,0.0,54.0
1.0,208.0,-1.8,92.893,-46.2,1.334,5099.1,1001.0,0.0,2.0,45.0
1.0,168.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,0.0,0.0,48.0
1.0,173.0,-1.8,93.075,-47.1,1.405,5099.1,1003.0,0.0,0.0,51.0
1.0,644.5,-1.8,92.893,-46.2,1.344,5099.1,1002.0,0.0,2.0,60.0
1.0,99.0,1.4,93.918,-42.7,4.962,5228.1,1005.0,1.0,0.0,59.0
1.0,644.5,-1.8,92.893,-46.2,1.281,5099.1,1000.0,0.0,0.0,43.0
1.0,75.0,-2.9,92.201,-31.4,0.834,5076.2,1001.0,1.0,2.0,36.0
1.0,95.0,-1.8,92.893,-46.2,1.27,5099.1,1002.0,1.0,0.0,43.0
1.0,77.0,-1.8,92.893,-46.2,1.281,5099.1,1003.0,1.0,0.0,46.0
1.0,644.5,-2.9,92.469,-33.6,1.044,5076.2,1001.0,0.0,2.0,56.0
1.0,243.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,0.0,0.0,29.0
1.0,18.0,1.4,93.918,-42.7,4.968,5228.1,1005.0,0.0,0.0,31.0
0.0,299.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,1.0,0.0,39.0
1.0,644.5,1.4,93.918,-42.7,4.961,5228.1,1002.0,1.0,0.0,63.0
0.0,135.0,1.4,94.465,-41.8,4.961,5228.1,1002.0,0.0,0.0,53.0
0.0,644.5,-1.1,94.199,-37.5,0.879,4963.6,997.0,1.0,3.0,56.0
0.0,80.0,1.4,94.465,-41.8,4.967,5228.1,1002.0,0.0,0.0,67.0
1.0,104.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,0.0,0.0,67.0
1.0,122.0,-1.8,92.893,-46.2,1.281,5099.1,1002.0,1.0,0.0,46.0
1.0,387.0,1.4,93.918,-42.7,4.961,5228.1,1003.0,1.0,0.0,36.0
0.0,99.0,1.4,94.465,-41.8,4.961,5228.1,1005.0,2.0,0.0,46.0
1.0,57.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,4.0,0.0,41.0
1.0,483.0,-1.8,92.893,-46.2,1.291,5099.1,1001.0,1.0,2.0,41.0
0.0,25.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,2.0,0.0,49.0
0.0,93.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,0.0,0.0,36.0
1.0,144.0,-1.8,92.893,-46.2,1.299,5099.1,1002.0,2.0,2.0,50.0
1.0,644.5,1.4,93.918,-42.7,4.961,5228.1,1001.0,1.0,0.0,34.0
1.0,65.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1.0,0.0,63.0
0.0,68.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,0.0,0.0,44.0
1.0,644.5,1.4,93.444,-36.1,4.968,5228.1,1000.0,1.0,0.0,49.0
1.0,335.0,1.4,93.444,-36.1,4.966,5228.1,1002.0,0.0,0.0,41.0
0.0,132.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,1.0,0.0,44.0
1.0,171.0,-3.4,92.379,-29.8,0.803,5017.5,1002.0,0.0,2.0,46.0
1.0,62.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,1.0,0.0,46.0
1.0,339.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,1.0,0.0,47.0
0.0,644.5,-1.7,94.055,-39.8,0.715,4991.6,997.0,1.0,4.0,54.0
0.0,152.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,0.0,0.0,54.0
1.0,64.0,-1.8,92.893,-46.2,1.344,5099.1,1000.0,0.0,0.0,39.0
0.0,159.0,1.4,94.465,-41.8,4.865,5228.1,1000.0,1.0,0.0,57.0
1.0,111.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,2.0,0.0,52.0
1.0,388.0,1.4,93.444,-36.1,4.964,5228.1,1003.0,1.0,0.0,43.0
0.0,70.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,2.0,0.0,51.0
1.0,466.0,-1.8,93.876,-40.0,0.684,5008.7,997.0,2.0,4.0,73.0
0.0,237.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,2.0,0.0,36.0
0.0,369.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,0.0,0.0,38.0
1.0,114.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,3.0,0.0,46.0
1.0,258.0,-1.1,94.601,-49.5,1.043,4963.6,997.0,1.0,5.0,70.0
0.0,577.0,1.4,94.465,-41.8,4.958,5228.1,1001.0,0.0,0.0,52.0
0.0,134.0,1.4,94.465,-41.8,4.959,5228.1,1001.0,0.0,0.0,36.0
1.0,68.0,1.4,93.444,-36.1,4.97,5228.1,1000.0,1.0,0.0,43.0
0.0,340.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,0.0,0.0,31.0
1.0,72.0,-1.8,92.893,-46.2,1.344,5099.1,1002.0,1.0,3.0,38.0
1.0,386.0,-1.7,94.215,-40.3,0.797,4991.6,1003.0,0.0,2.0,57.0
1.0,206.0,-1.8,92.893,-46.2,1.344,5099.1,1001.0,1.0,2.0,43.0
1.0,173.0,1.4,93.918,-42.7,4.962,5228.1,1005.0,1.0,0.0,59.0
1.0,198.0,-1.8,92.893,-46.2,1.327,5099.1,1001.0,1.0,2.0,63.0
1.0,644.5,-1.8,93.075,-47.1,1.41,5099.1,1000.0,0.0,0.0,53.0
1.0,16.0,1.4,93.444,-36.1,4.962,5228.1,1005.0,1.0,0.0,58.0
0.0,166.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,1.0,0.0,41.0
1.0,313.0,1.4,93.444,-36.1,4.965,5228.1,1003.0,0.0,0.0,65.0
0.0,20.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,2.0,0.0,47.0
0.0,62.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,1.0,0.0,59.0
1.0,74.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,0.0,0.0,39.0
0.0,54.0,1.1,93.994,-36.4,4.856,5191.0,1002.0,0.0,0.0,44.0
0.0,198.0,1.4,93.918,-42.7,4.962,5228.1,1004.0,2.0,0.0,31.0
0.0,362.0,1.4,94.465,-41.8,4.865,5228.1,1001.0,0.0,0.0,37.0
1.0,118.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,0.0,0.0,39.0
1.0,7.0,-1.8,92.893,-46.2,1.25,5099.1,1004.0,1.0,0.0,39.0
0.0,34.0,1.1,93.994,-36.4,4.864,5191.0,1001.0,2.0,0.0,45.0
1.0,134.0,-0.1,93.2,-42.0,4.191,5195.8,1001.0,0.0,2.0,66.0
0.0,143.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,2.0,0.0,42.0
1.0,320.0,1.4,93.444,-36.1,4.964,5228.1,1003.0,1.0,0.0,42.0
0.0,262.0,1.4,94.465,-41.8,4.962,5228.1,1005.0,1.0,0.0,61.0
1.0,261.0,-1.8,92.893,-46.2,1.299,5099.1,1001.0,2.0,2.0,37.0
1.0,7.0,-1.8,92.893,-46.2,1.299,5099.1,1005.0,1.0,3.0,45.0
1.0,220.0,-1.8,93.749,-34.6,0.643,5008.7,997.0,0.0,3.0,57.0
1.0,644.5,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0.0,0.0,42.0
1.0,110.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,0.0,0.0,45.0
1.0,211.0,-1.1,94.199,-37.5,0.886,4963.6,1001.0,1.0,2.0,52.0
0.0,79.0,-0.1,93.2,-42.0,4.153,5195.8,1003.0,1.0,0.0,43.0
1.0,53.0,1.4,93.918,-42.7,4.962,5228.1,1002.0,1.0,0.0,61.0
0.0,219.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,1.0,0.0,45.0
1.0,173.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1.0,0.0,56.0
1.0,63.0,-0.1,93.2,-42.0,4.021,5195.8,1001.0,1.0,0.0,42.0
0.0,644.5,1.4,94.465,-41.8,4.96,5228.1,1001.0,0.0,0.0,46.0
1.0,141.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,1.0,0.0,40.0
1.0,104.0,-1.8,93.075,-47.1,1.41,5099.1,1001.0,0.0,2.0,57.0
1.0,228.0,-0.1,93.2,-42.0,4.12,5195.8,1002.0,1.0,0.0,41.0
1.0,65.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,1.0,0.0,39.0
1.0,74.0,-2.9,92.963,-40.8,1.26,5076.2,1000.0,2.0,0.0,33.0
1.0,163.0,-1.8,92.893,-46.2,1.313,5099.1,1001.0,1.0,2.0,51.0
1.0,153.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,1.0,0.0,57.0
1.0,96.0,-1.8,92.893,-46.2,1.291,5099.1,1005.0,0.0,2.0,42.0
1.0,14.0,-1.8,92.893,-46.2,1.25,5099.1,1003.0,1.0,0.0,35.0
1.0,128.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,3.0,0.0,41.0
1.0,33.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,0.0,0.0,35.0
1.0,268.0,-1.7,94.215,-40.3,0.87,4991.6,1000.0,1.0,0.0,77.0
1.0,86.0,-1.8,92.843,-50.0,1.538,5099.1,1001.0,1.0,0.0,48.0
0.0,389.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,1.0,0.0,39.0
1.0,58.0,-0.1,93.2,-42.0,4.021,5195.8,1001.0,1.0,2.0,58.0
1.0,341.0,-1.8,93.369,-34.8,0.635,5008.7,1001.0,0.0,0.0,69.0
1.0,304.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,0.0,0.0,35.0
0.0,100.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,4.0,0.0,42.0
1.0,315.0,-3.0,92.713,-33.0,0.706,5023.5,997.0,1.0,3.0,46.0
0.0,67.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,2.0,0.0,43.0
0.0,289.0,1.1,93.994,-36.4,4.856,5191.0,1002.0,1.0,0.0,37.0
1.0,221.0,-0.1,93.2,-42.0,4.12,5195.8,1002.0,0.0,2.0,55.0
1.0,98.0,-3.4,92.649,-30.1,0.715,5017.5,997.0,1.0,3.0,39.0
1.0,459.0,-2.9,92.963,-40.8,1.215,5076.2,1001.0,0.0,2.0,47.0
0.0,154.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,1.0,0.0,58.0
1.0,121.0,-1.8,92.893,-46.2,1.244,5099.1,1001.0,3.0,0.0,47.0
1.0,133.0,-1.8,92.893,-46.2,1.281,5099.1,1000.0,0.0,0.0,40.0
1.0,236.0,-1.8,92.893,-46.2,1.344,5099.1,1001.0,1.0,2.0,41.0
1.0,108.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,1.0,0.0,35.0
0.0,234.0,-1.8,92.893,-46.2,1.291,5099.1,1004.0,3.0,0.0,36.0
1.0,240.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,1.0,0.0,56.0
1.0,159.0,-2.9,92.963,-40.8,1.262,5076.2,1001.0,0.0,2.0,30.0
0.0,236.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,0.0,0.0,42.0
0.0,72.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,1.0,0.0,33.0
0.0,210.0,-1.8,92.893,-46.2,1.291,5099.1,1002.0,1.0,0.0,52.0
1.0,644.5,1.4,93.444,-36.1,4.968,5228.1,1001.0,1.0,0.0,42.0
1.0,644.5,-1.8,92.893,-46.2,1.244,5099.1,1003.0,2.0,2.0,30.0
1.0,98.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,2.0,0.0,39.0
1.0,338.0,-1.8,92.893,-46.2,1.344,5099.1,1003.0,2.0,0.0,32.0
0.0,419.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,1.0,0.0,40.0
1.0,57.0,-1.8,92.893,-46.2,1.291,5099.1,1001.0,1.0,2.0,32.0
1.0,101.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,1.0,0.0,67.0
1.0,215.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,1.0,0.0,40.0
0.0,155.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,1.0,0.0,40.0
0.0,207.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0.0,0.0,40.0
1.0,97.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,1.0,0.0,37.0
1.0,104.0,-1.8,92.893,-46.2,1.264,5099.1,1000.0,0.0,0.0,52.0
