contact,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contacts,financial,campaigns,demographic
0,657,1.1,93.994,-36.4,4.856,5191.0,1000,1,0,45
1,549,1.4,93.918,-42.7,4.96,5228.1,1001,0,0,35
0,60,1.4,93.918,-42.7,4.962,5228.1,1000,1,0,58
1,1462,1.4,93.444,-36.1,4.968,5228.1,1001,2,0,40
0,65,-1.8,92.893,-46.2,1.25,5099.1,1004,1,0,44
1,87,-1.8,92.893,-46.2,1.327,5099.1,15,1,3,39
1,133,-2.9,92.963,-40.8,1.268,5076.2,1000,1,0,52
1,78,1.4,93.444,-36.1,4.964,5228.1,1000,1,0,62
1,1148,-1.8,92.893,-46.2,1.327,5099.1,1000,1,0,38
1,934,-1.8,92.893,-46.2,1.25,5099.1,1002,1,2,51
1,206,1.4,93.918,-42.7,4.961,5228.1,1001,0,0,34
0,66,1.1,93.994,-36.4,4.86,5191.0,1005,1,0,45
0,122,1.1,93.994,-36.4,4.859,5191.0,1000,1,0,64
1,33,-1.8,92.893,-46.2,1.266,5099.1,1002,2,0,51
1,79,1.4,93.444,-36.1,4.97,5228.1,1000,0,0,67
1,152,-1.8,92.843,-50.0,1.556,5099.1,1012,1,0,36
0,189,1.4,93.918,-42.7,4.963,5228.1,1000,1,0,38
1,203,-1.7,94.027,-38.3,0.904,4991.6,7,1,5,40
1,209,1.4,93.444,-36.1,4.964,5228.1,1000,0,0,58
1,175,-1.8,93.749,-34.6,0.642,5008.7,13,1,3,85
0,29,1.1,93.994,-36.4,4.858,5191.0,1000,0,0,43
0,129,1.1,93.994,-36.4,4.864,5191.0,1002,0,0,51
1,254,-1.8,93.369,-34.8,0.639,5008.7,1001,1,0,69
1,324,-1.8,93.075,-47.1,1.405,5099.1,1002,0,0,56
1,663,1.4,93.918,-42.7,4.961,5228.1,1000,2,0,52
1,157,-0.1,93.2,-42.0,4.153,5195.8,1001,1,0,54
1,83,1.4,93.918,-42.7,4.961,5228.1,1000,3,0,64
1,599,-1.8,93.075,-47.1,1.466,5099.1,1000,1,0,38
1,39,-1.8,92.893,-46.2,1.344,5099.1,1000,1,0,41
1,17,-0.1,93.2,-42.0,4.12,5195.8,1005,1,2,38
1,387,-1.1,94.199,-37.5,0.882,4963.6,11,1,5,37
1,551,-2.9,92.201,-31.4,0.861,5076.2,1001,1,0,43
1,173,-0.1,93.2,-42.0,4.076,5195.8,1000,1,0,34
1,183,1.4,93.918,-42.7,4.963,5228.1,1000,1,0,42
1,144,1.4,93.918,-42.7,4.962,5228.1,1000,2,0,31
1,452,-1.7,94.215,-40.3,0.827,4991.6,16,0,3,28
1,411,-1.7,94.027,-38.3,0.899,4991.6,1000,0,0,79
0,67,1.1,93.994,-36.4,4.856,5191.0,1000,1,0,43
1,516,1.4,93.918,-42.7,4.957,5228.1,1000,1,0,37
0,18,1.4,94.465,-41.8,4.962,5228.1,1019,2,0,58
1,124,1.4,93.444,-36.1,4.963,5228.1,1000,1,0,35
0,159,1.1,93.994,-36.4,4.857,5191.0,1001,1,0,39
1,210,-0.1,93.2,-42.0,4.12,5195.8,1001,1,0,36
1,63,1.4,93.444,-36.1,4.964,5228.1,1000,2,0,54
0,367,1.4,94.465,-41.8,4.864,5228.1,1001,2,0,63
1,72,-2.9,92.469,-33.6,0.908,5076.2,1002,1,2,62
1,187,1.4,93.918,-42.7,4.96,5228.1,1002,0,0,44
1,150,1.4,93.918,-42.7,4.963,5228.1,1000,1,0,48
1,259,-1.8,93.075,-47.1,1.365,5099.1,1000,2,0,72
1,85,-1.8,92.893,-46.2,1.313,5099.1,1002,2,3,41
1,136,1.4,93.918,-42.7,4.962,5228.1,1001,1,0,40
0,143,1.4,94.465,-41.8,4.967,5228.1,1001,1,0,52
1,224,-2.9,92.201,-31.4,0.869,5076.2,1002,0,0,45
1,248,-1.8,93.876,-40.0,0.682,5008.7,8,1,6,48
1,500,1.4,93.918,-42.7,4.96,5228.1,1000,1,0,43
1,620,-1.8,93.075,-47.1,1.365,5099.1,1000,1,0,46
0,224,1.1,93.994,-36.4,4.857,5191.0,1002,1,0,64
1,418,1.4,93.444,-36.1,4.965,5228.1,1003,3,0,54
1,82,1.4,93.444,-36.1,4.962,5228.1,1001,0,0,48
1,410,-0.1,93.2,-42.0,4.076,5195.8,1000,0,0,39
0,33,1.1,93.994,-36.4,4.857,5191.0,1003,2,0,50
0,19,1.1,93.994,-36.4,4.857,5191.0,1001,0,0,59
1,333,-1.8,93.075,-47.1,1.405,5099.1,1002,1,0,42
1,134,1.4,93.918,-42.7,4.963,5228.1,1001,0,0,52
1,234,1.4,93.444,-36.1,4.966,5228.1,1000,4,0,43
1,93,1.4,93.918,-42.7,4.957,5228.1,1002,0,0,49
1,295,1.4,93.918,-42.7,4.962,5228.1,1002,1,0,37
0,62,1.4,94.465,-41.8,4.959,5228.1,1002,2,0,64
0,88,1.1,93.994,-36.4,4.857,5191.0,1002,1,0,49
1,149,1.4,93.918,-42.7,4.962,5228.1,1010,1,0,49
1,367,-2.9,92.469,-33.6,1.072,5076.2,1000,0,0,64
1,89,1.4,93.918,-42.7,4.963,5228.1,1000,1,0,55
1,239,-1.8,93.075,-47.1,1.405,5099.1,1001,1,0,44
1,200,-1.8,92.893,-46.2,1.25,5099.1,1004,0,0,41
1,92,1.4,93.918,-42.7,4.963,5228.1,1002,2,0,54
1,208,-1.8,92.893,-46.2,1.334,5099.1,1001,0,2,45
1,168,1.4,93.444,-36.1,4.963,5228.1,1000,0,0,48
1,173,-1.8,93.075,-47.1,1.405,5099.1,1003,0,0,51
1,674,-1.8,92.893,-46.2,1.344,5099.1,1002,0,2,60
1,99,1.4,93.918,-42.7,4.962,5228.1,1006,1,0,59
1,699,-1.8,92.893,-46.2,1.281,5099.1,1000,0,0,43
1,75,-2.9,92.201,-31.4,0.834,5076.2,1001,1,2,36
1,95,-1.8,92.893,-46.2,1.27,5099.1,1002,1,0,43
1,77,-1.8,92.893,-46.2,1.281,5099.1,1003,1,0,46
1,964,-2.9,92.469,-33.6,1.044,5076.2,1001,0,2,56
1,243,-1.8,92.893,-46.2,1.266,5099.1,1000,0,0,29
1,18,1.4,93.918,-42.7,4.968,5228.1,1028,0,0,31
0,299,1.1,93.994,-36.4,4.857,5191.0,1000,1,0,39
1,659,1.4,93.918,-42.7,4.961,5228.1,1002,1,0,63
0,135,1.4,94.465,-41.8,4.961,5228.1,1002,0,0,53
0,1405,-1.1,94.199,-37.5,0.879,4963.6,9,1,3,56
0,80,1.4,94.465,-41.8,4.967,5228.1,1002,0,0,67
1,104,1.4,93.444,-36.1,4.965,5228.1,1000,0,0,67
1,122,-1.8,92.893,-46.2,1.281,5099.1,1002,1,0,46
1,387,1.4,93.918,-42.7,4.961,5228.1,1003,1,0,36
0,99,1.4,94.465,-41.8,4.961,5228.1,1025,2,0,46
1,57,1.4,93.444,-36.1,4.964,5228.1,1000,4,0,41
1,483,-1.8,92.893,-46.2,1.291,5099.1,1001,1,2,41
0,25,1.1,93.994,-36.4,4.857,5191.0,1000,2,0,49
0,93,1.1,93.994,-36.4,4.855,5191.0,1000,0,0,36
1,144,-1.8,92.893,-46.2,1.299,5099.1,1002,2,2,50
1,1352,1.4,93.918,-42.7,4.961,5228.1,1001,1,0,34
1,65,1.4,93.918,-42.7,4.962,5228.1,1000,1,0,63
0,68,1.4,94.465,-41.8,4.864,5228.1,1001,0,0,44
1,1134,1.4,93.444,-36.1,4.968,5228.1,1000,1,0,49
1,335,1.4,93.444,-36.1,4.966,5228.1,1002,0,0,41
0,132,1.4,94.465,-41.8,4.864,5228.1,1001,1,0,44
1,171,-3.4,92.379,-29.8,0.803,5017.5,1002,0,2,46
1,62,-0.1,93.2,-42.0,4.191,5195.8,1000,1,0,46
1,339,1.4,93.918,-42.7,4.96,5228.1,1000,1,0,47
0,712,-1.7,94.055,-39.8,0.715,4991.6,10,1,4,54
0,152,1.1,93.994,-36.4,4.86,5191.0,1001,0,0,54
1,64,-1.8,92.893,-46.2,1.344,5099.1,1000,0,0,39
0,159,1.4,94.465,-41.8,4.865,5228.1,1000,1,0,57
1,111,-0.1,93.2,-42.0,4.021,5195.8,1000,2,0,52
1,388,1.4,93.444,-36.1,4.964,5228.1,1003,1,0,43
0,70,1.4,94.465,-41.8,4.866,5228.1,1000,2,0,51
1,466,-1.8,93.876,-40.0,0.684,5008.7,9,2,4,73
0,237,1.1,93.994,-36.4,4.86,5191.0,1001,2,0,36
0,369,1.1,93.994,-36.4,4.855,5191.0,1001,0,0,38
1,114,-1.8,92.893,-46.2,1.266,5099.1,1001,3,0,46
1,258,-1.1,94.601,-49.5,1.043,4963.6,7,1,5,70
0,577,1.4,94.465,-41.8,4.958,5228.1,1001,0,0,52
0,134,1.4,94.465,-41.8,4.959,5228.1,1001,0,0,36
1,68,1.4,93.444,-36.1,4.97,5228.1,1000,1,0,43
0,340,1.1,93.994,-36.4,4.857,5191.0,1002,0,0,31
1,72,-1.8,92.893,-46.2,1.344,5099.1,1002,1,3,38
1,386,-1.7,94.215,-40.3,0.797,4991.6,1003,0,2,57
1,206,-1.8,92.893,-46.2,1.344,5099.1,1001,1,2,43
1,173,1.4,93.918,-42.7,4.962,5228.1,1007,1,0,59
1,198,-1.8,92.893,-46.2,1.327,5099.1,1001,1,2,63
1,829,-1.8,93.075,-47.1,1.41,5099.1,1000,0,0,53
1,16,1.4,93.444,-36.1,4.962,5228.1,1017,1,0,58
0,166,1.1,93.994,-36.4,4.855,5191.0,1000,1,0,41
1,313,1.4,93.444,-36.1,4.965,5228.1,1003,0,0,65
0,20,1.1,93.994,-36.4,4.855,5191.0,1000,2,0,47
0,62,1.1,93.994,-36.4,4.856,5191.0,1000,1,0,59
1,74,-0.1,93.2,-42.0,4.153,5195.8,1000,0,0,39
0,54,1.1,93.994,-36.4,4.856,5191.0,1002,0,0,44
0,198,1.4,93.918,-42.7,4.962,5228.1,1004,2,0,31
0,362,1.4,94.465,-41.8,4.865,5228.1,1001,0,0,37
1,118,1.4,93.918,-42.7,4.962,5228.1,1001,0,0,39
1,7,-1.8,92.893,-46.2,1.25,5099.1,1004,1,0,39
0,34,1.1,93.994,-36.4,4.864,5191.0,1001,2,0,45
1,134,-0.1,93.2,-42.0,4.191,5195.8,1001,0,2,66
0,143,1.1,93.994,-36.4,4.857,5191.0,1000,2,0,42
1,320,1.4,93.444,-36.1,4.964,5228.1,1003,1,0,42
0,262,1.4,94.465,-41.8,4.962,5228.1,1008,1,0,61
1,261,-1.8,92.893,-46.2,1.299,5099.1,1001,2,2,37
1,7,-1.8,92.893,-46.2,1.299,5099.1,1006,1,3,45
1,220,-1.8,93.749,-34.6,0.643,5008.7,14,0,3,57
1,727,-1.8,93.075,-47.1,1.405,5099.1,1001,0,0,42
1,110,1.4,93.444,-36.1,4.968,5228.1,1000,0,0,45
1,211,-1.1,94.199,-37.5,0.886,4963.6,1001,1,2,52
0,79,-0.1,93.2,-42.0,4.153,5195.8,1003,1,0,43
1,53,1.4,93.918,-42.7,4.962,5228.1,1002,1,0,61
0,219,1.4,94.465,-41.8,4.961,5228.1,1001,1,0,45
1,173,1.4,93.918,-42.7,4.962,5228.1,1000,1,0,56
1,63,-0.1,93.2,-42.0,4.021,5195.8,1001,1,0,42
0,757,1.4,94.465,-41.8,4.96,5228.1,1001,0,0,46
1,141,1.4,93.918,-42.7,4.962,5228.1,1001,1,0,40
1,104,-1.8,93.075,-47.1,1.41,5099.1,1001,0,2,57
1,228,-0.1,93.2,-42.0,4.12,5195.8,1002,1,0,41
1,65,1.4,93.918,-42.7,4.957,5228.1,1000,1,0,39
1,74,-2.9,92.963,-40.8,1.26,5076.2,1000,2,0,33
1,163,-1.8,92.893,-46.2,1.313,5099.1,1001,1,2,51
1,153,1.4,93.444,-36.1,4.964,5228.1,1000,1,0,57
1,96,-1.8,92.893,-46.2,1.291,5099.1,1006,0,2,42
1,14,-1.8,92.893,-46.2,1.25,5099.1,1003,1,0,35
1,128,1.4,93.444,-36.1,4.963,5228.1,1000,3,0,41
1,33,1.4,93.918,-42.7,4.957,5228.1,1000,0,0,35
1,268,-1.7,94.215,-40.3,0.87,4991.6,1000,1,0,77
1,86,-1.8,92.843,-50.0,1.538,5099.1,1001,1,0,48
0,389,1.1,93.994,-36.4,4.855,5191.0,1001,1,0,39
1,58,-0.1,93.2,-42.0,4.021,5195.8,1001,1,2,58
1,341,-1.8,93.369,-34.8,0.635,5008.7,1001,0,0,69
1,304,-1.8,92.893,-46.2,1.266,5099.1,1000,0,0,35
0,100,1.1,93.994,-36.4,4.857,5191.0,1001,4,0,42
1,315,-3.0,92.713,-33.0,0.706,5023.5,8,1,3,46
0,67,1.1,93.994,-36.4,4.858,5191.0,1000,2,0,43
0,289,1.1,93.994,-36.4,4.856,5191.0,1002,1,0,37
1,221,-0.1,93.2,-42.0,4.12,5195.8,1002,0,2,55
1,98,-3.4,92.649,-30.1,0.715,5017.5,11,1,3,39
1,459,-2.9,92.963,-40.8,1.215,5076.2,1001,0,2,47
0,154,1.1,93.994,-36.4,4.856,5191.0,1001,1,0,58
1,121,-1.8,92.893,-46.2,1.244,5099.1,1001,3,0,47
1,133,-1.8,92.893,-46.2,1.281,5099.1,1000,0,0,40
1,236,-1.8,92.893,-46.2,1.344,5099.1,1001,1,2,41
1,108,1.4,93.444,-36.1,4.963,5228.1,1000,1,0,35
0,234,-1.8,92.893,-46.2,1.291,5099.1,1004,3,0,36
1,240,-0.1,93.2,-42.0,4.076,5195.8,1001,1,0,56
1,159,-2.9,92.963,-40.8,1.262,5076.2,1001,0,2,30
0,236,1.4,94.465,-41.8,4.864,5228.1,1001,0,0,42
0,72,-0.1,93.2,-42.0,4.076,5195.8,1002,1,0,33
0,210,-1.8,92.893,-46.2,1.291,5099.1,1002,1,0,52
1,1227,1.4,93.444,-36.1,4.968,5228.1,1001,1,0,42
1,665,-1.8,92.893,-46.2,1.244,5099.1,1003,2,2,30
1,98,1.4,93.444,-36.1,4.965,5228.1,1000,2,0,39
1,338,-1.8,92.893,-46.2,1.344,5099.1,1003,2,0,32
0,419,1.4,94.465,-41.8,4.866,5228.1,1000,1,0,40
1,57,-1.8,92.893,-46.2,1.291,5099.1,1001,1,2,32
1,101,1.4,93.444,-36.1,4.965,5228.1,1001,1,0,67
1,215,1.4,93.918,-42.7,4.962,5228.1,1001,1,0,40
0,155,1.1,93.994,-36.4,4.856,5191.0,1000,1,0,40
0,207,1.1,93.994,-36.4,4.856,5191.0,1000,0,0,40
1,97,-1.8,92.893,-46.2,1.266,5099.1,1000,1,0,37
1,104,-1.8,92.893,-46.2,1.264,5099.1,1000,0,0,52
0,213,-1.8,92.893,-46.2,1.313,5099.1,1003,1,0,53
1,316,-1.8,93.075,-47.1,1.405,5099.1,1001,0,0,48
1,104,-1.8,92.893,-46.2,1.313,5099.1,1002,0,2,46
0,126,1.4,94.465,-41.8,4.959,5228.1,1004,0,0,57
1,153,-1.8,93.075,-47.1,1.405,5099.1,1002,2,0,44
1,90,1.4,93.444,-36.1,4.965,5228.1,1001,2,0,53
1,387,1.4,93.444,-36.1,4.963,5228.1,1004,1,0,38
0,171,-0.1,93.798,-40.4,4.921,5195.8,1000,0,0,47
1,334,-0.1,93.2,-42.0,4.191,5195.8,1000,1,0,51
1,202,1.4,93.918,-42.7,4.962,5228.1,1001,1,0,33
1,298,-1.8,92.893,-46.2,1.299,5099.1,1003,0,3,29
1,171,1.4,93.444,-36.1,4.963,5228.1,1000,2,0,53
1,132,-1.8,92.893,-46.2,1.25,5099.1,1005,0,2,51
1,436,1.4,93.444,-36.1,4.97,5228.1,1000,1,0,64
0,112,1.1,93.994,-36.4,4.857,5191.0,1001,0,0,33
0,225,1.1,93.994,-36.4,4.856,5191.0,1001,0,0,48
1,19,-1.8,92.893,-46.2,1.313,5099.1,1005,3,0,41
1,41,-1.8,92.843,-50.0,1.757,5099.1,1001,0,0,38
0,66,1.1,93.994,-36.4,4.856,5191.0,1011,1,0,52
1,99,-1.8,92.893,-46.2,1.266,5099.1,1001,1,0,35
0,203,1.1,93.994,-36.4,4.864,5191.0,1001,2,0,42
1,158,-0.1,93.2,-42.0,4.191,5195.8,1001,1,0,63
1,160,1.4,93.918,-42.7,4.96,5228.1,1002,1,0,33
1,200,-1.7,94.215,-40.3,0.899,4991.6,1004,0,2,42
1,240,1.4,93.444,-36.1,4.965,5228.1,1004,1,0,46
0,149,-1.8,92.893,-46.2,1.334,5099.1,1003,0,0,42
0,293,1.4,93.918,-42.7,4.963,5228.1,1004,1,0,26
1,92,-1.8,92.893,-46.2,1.264,5099.1,1000,1,0,55
0,84,1.1,93.994,-36.4,4.855,5191.0,1001,1,0,38
1,77,-0.1,93.2,-42.0,4.153,5195.8,1001,0,0,43
1,168,1.4,93.918,-42.7,4.957,5228.1,1006,1,0,45
1,240,-1.7,94.215,-40.3,0.896,4991.6,1002,1,0,48
0,158,1.1,93.994,-36.4,4.857,5191.0,1001,1,0,40
1,180,-1.8,93.075,-47.1,1.445,5099.1,1001,1,0,48
1,122,1.4,93.444,-36.1,4.963,5228.1,1001,1,0,40
0,1127,-3.4,92.649,-30.1,0.714,5017.5,1000,2,0,71
0,23,1.4,94.465,-41.8,4.961,5228.1,1002,4,0,59
1,173,1.4,93.444,-36.1,4.964,5228.1,1002,0,0,45
0,398,1.4,94.465,-41.8,4.959,5228.1,1001,1,0,40
0,128,1.4,94.465,-41.8,4.958,5228.1,1001,0,0,48
1,102,1.4,93.444,-36.1,4.967,5228.1,1000,2,0,42
0,10,1.4,94.465,-41.8,4.958,5228.1,1000,1,0,42
1,237,1.4,93.918,-42.7,4.962,5228.1,1002,1,0,45
1,212,1.4,93.918,-42.7,4.963,5228.1,1000,1,0,31
1,232,-1.8,92.893,-46.2,1.334,5099.1,1005,0,0,42
1,435,-1.8,93.075,-47.1,1.435,5099.1,1002,2,2,45
1,295,-1.8,93.075,-47.1,1.423,5099.1,1004,1,0,37
0,176,-2.9,92.469,-33.6,1.072,5076.2,1000,1,0,51
1,325,-1.8,92.893,-46.2,1.344,5099.1,1001,0,0,56
1,97,-0.1,93.2,-42.0,4.153,5195.8,1001,1,0,51
0,126,-0.1,93.2,-42.0,4.021,5195.8,1000,2,0,63
0,39,1.4,94.465,-41.8,4.866,5228.1,1000,0,0,45
1,85,1.4,93.918,-42.7,4.961,5228.1,1001,1,0,41
1,50,-2.9,92.201,-31.4,0.838,5076.2,1002,0,0,87
1,78,-2.9,92.963,-40.8,1.26,5076.2,1000,2,0,59
1,391,-1.7,94.215,-40.3,0.79,4991.6,10,0,3,44
0,136,1.1,93.994,-36.4,4.864,5191.0,1007,0,0,49
1,133,-2.9,92.201,-31.4,0.838,5076.2,1001,1,2,56
1,125,1.4,93.444,-36.1,4.964,5228.1,1000,2,0,44
0,918,1.1,93.994,-36.4,4.86,5191.0,1000,1,0,30
0,258,1.4,94.465,-41.8,4.959,5228.1,1001,1,0,45
0,43,-0.1,93.2,-42.0,4.021,5195.8,1000,1,0,52
0,96,-1.8,93.075,-47.1,1.365,5099.1,1000,1,0,78
0,211,1.4,94.465,-41.8,4.961,5228.1,1000,5,0,34
1,112,-0.1,93.2,-42.0,4.12,5195.8,1000,1,0,43
0,109,1.1,93.994,-36.4,4.86,5191.0,1000,1,0,37
1,65,1.4,93.444,-36.1,4.968,5228.1,1001,0,0,53
0,126,1.1,93.994,-36.4,4.857,5191.0,1003,1,0,38
0,197,1.1,93.994,-36.4,4.857,5191.0,1000,0,0,40
1,121,-0.1,93.2,-42.0,4.153,5195.8,1000,2,0,34
1,150,1.4,93.444,-36.1,4.968,5228.1,1000,2,0,33
1,80,-2.9,92.963,-40.8,1.262,5076.2,1001,1,2,45
0,149,1.4,94.465,-41.8,4.961,5228.1,1002,0,0,41
0,132,1.1,93.994,-36.4,4.857,5191.0,1005,0,0,46
1,62,-0.1,93.2,-42.0,4.12,5195.8,1003,0,2,46
0,357,1.1,93.994,-36.4,4.857,5191.0,1001,1,0,41
0,166,1.1,93.994,-36.4,4.855,5191.0,1000,3,0,57
1,139,-1.8,92.893,-46.2,1.334,5099.1,1005,0,0,61
1,105,-1.8,92.893,-46.2,1.299,5099.1,1001,1,2,43
1,264,1.4,93.444,-36.1,4.965,5228.1,1018,1,0,57
0,716,1.4,94.465,-41.8,4.959,5228.1,1001,2,0,52
1,167,-1.8,92.893,-46.2,1.281,5099.1,1000,0,0,31
0,283,1.4,94.465,-41.8,4.864,5228.1,1000,0,0,33
1,203,1.4,93.444,-36.1,4.962,5228.1,1001,1,0,58
1,119,-1.8,92.893,-46.2,1.25,5099.1,1004,1,2,37
0,273,1.1,93.994,-36.4,4.858,5191.0,1000,1,0,47
1,143,-1.8,92.893,-46.2,1.266,5099.1,1000,1,0,33
1,185,1.4,93.918,-42.7,4.962,5228.1,1001,1,0,37
1,378,-1.8,92.893,-46.2,1.281,5099.1,1002,1,2,40
1,366,-1.7,94.027,-38.3,0.905,4991.6,11,1,5,53
0,97,1.1,93.994,-36.4,4.859,5191.0,1000,1,0,41
0,68,1.1,93.994,-36.4,4.857,5191.0,1000,2,0,55
1,46,1.4,93.444,-36.1,4.962,5228.1,1001,0,0,45
1,262,-1.8,92.893,-46.2,1.299,5099.1,1002,1,2,36
1,307,-2.9,92.201,-31.4,0.859,5076.2,1000,1,0,38
1,231,-0.1,93.2,-42.0,4.076,5195.8,1000,1,0,39
1,114,-1.8,93.075,-47.1,1.405,5099.1,1001,3,2,35
1,189,-1.8,93.075,-47.1,1.405,5099.1,1000,0,0,60
1,427,-3.4,92.431,-26.9,0.73,5017.5,1001,1,2,67
